exception_id,rule_id,record_id,sensor_id,parameter,unit,station_group,event_date,value_num,failure_reason,severity
EXGAP005327,DQ009,,35,pm25,,legacy_2016,2016-02-19 21:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005328,DQ009,,35,pm25,,legacy_2016,2016-02-19 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005329,DQ009,,35,pm25,,legacy_2016,2016-02-19 02:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005330,DQ009,,35,pm25,,legacy_2016,2016-02-19 01:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005331,DQ009,,35,pm25,,legacy_2016,2016-02-19 00:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005332,DQ009,,35,pm25,,legacy_2016,2016-02-18 23:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005333,DQ009,,35,pm25,,legacy_2016,2016-02-18 17:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005334,DQ009,,35,pm25,,legacy_2016,2016-02-18 14:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005335,DQ009,,35,pm25,,legacy_2016,2016-02-18 13:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005336,DQ009,,35,pm25,,legacy_2016,2016-02-18 13:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005337,DQ009,,35,pm25,,legacy_2016,2016-02-18 01:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005338,DQ009,,35,pm25,,legacy_2016,2016-02-18 01:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005339,DQ009,,35,pm25,,legacy_2016,2016-02-17 16:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005340,DQ009,,35,pm25,,legacy_2016,2016-02-17 09:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005341,DQ009,,35,pm25,,legacy_2016,2016-02-16 21:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005342,DQ009,,35,pm25,,legacy_2016,2016-02-16 04:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005343,DQ009,,35,pm25,,legacy_2016,2016-02-16 00:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005344,DQ009,,35,pm25,,legacy_2016,2016-02-15 21:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005345,DQ009,,35,pm25,,legacy_2016,2016-02-15 20:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005346,DQ009,,35,pm25,,legacy_2016,2016-02-15 19:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005347,DQ009,,35,pm25,,legacy_2016,2016-02-15 18:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005348,DQ009,,35,pm25,,legacy_2016,2016-02-14 21:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005349,DQ009,,35,pm25,,legacy_2016,2016-02-14 17:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005350,DQ009,,35,pm25,,legacy_2016,2016-02-14 17:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005351,DQ009,,35,pm25,,legacy_2016,2016-02-14 16:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005352,DQ009,,35,pm25,,legacy_2016,2016-02-14 13:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005353,DQ009,,35,pm25,,legacy_2016,2016-02-14 06:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005354,DQ009,,35,pm25,,legacy_2016,2016-02-13 07:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005355,DQ009,,35,pm25,,legacy_2016,2016-02-13 05:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005356,DQ009,,35,pm25,,legacy_2016,2016-02-12 19:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005357,DQ009,,35,pm25,,legacy_2016,2016-02-12 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005358,DQ009,,35,pm25,,legacy_2016,2016-02-11 23:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005359,DQ009,,35,pm25,,legacy_2016,2016-02-11 22:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005360,DQ009,,35,pm25,,legacy_2016,2016-02-11 01:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005361,DQ009,,35,pm25,,legacy_2016,2016-02-10 23:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005362,DQ009,,35,pm25,,legacy_2016,2016-02-10 20:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005363,DQ009,,35,pm25,,legacy_2016,2016-02-10 17:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005364,DQ009,,35,pm25,,legacy_2016,2016-02-10 16:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005365,DQ009,,35,pm25,,legacy_2016,2016-02-10 05:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005366,DQ009,,35,pm25,,legacy_2016,2016-02-09 09:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005367,DQ009,,35,pm25,,legacy_2016,2016-02-09 04:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005368,DQ009,,35,pm25,,legacy_2016,2016-02-08 14:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005369,DQ009,,35,pm25,,legacy_2016,2016-02-08 12:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005370,DQ009,,35,pm25,,legacy_2016,2016-02-08 12:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005371,DQ009,,35,pm25,,legacy_2016,2016-02-08 05:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005372,DQ009,,35,pm25,,legacy_2016,2016-02-08 04:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005373,DQ009,,35,pm25,,legacy_2016,2016-02-08 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005374,DQ009,,35,pm25,,legacy_2016,2016-02-08 01:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005375,DQ009,,35,pm25,,legacy_2016,2016-02-07 23:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005376,DQ009,,35,pm25,,legacy_2016,2016-02-07 20:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005377,DQ009,,35,pm25,,legacy_2016,2016-02-06 21:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005378,DQ009,,35,pm25,,legacy_2016,2016-02-06 16:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005379,DQ009,,35,pm25,,legacy_2016,2016-02-06 01:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005380,DQ009,,35,pm25,,legacy_2016,2016-02-06 00:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005381,DQ009,,35,pm25,,legacy_2016,2016-02-05 22:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005382,DQ009,,35,pm25,,legacy_2016,2016-02-05 21:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005383,DQ009,,35,pm25,,legacy_2016,2016-02-22 11:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005384,DQ009,,35,pm25,,legacy_2016,2016-02-22 06:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005385,DQ009,,35,pm25,,legacy_2016,2016-02-22 00:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005386,DQ009,,35,pm25,,legacy_2016,2016-02-21 19:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005387,DQ009,,35,pm25,,legacy_2016,2016-02-20 22:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005388,DQ009,,35,pm25,,legacy_2016,2016-02-20 18:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005389,DQ009,,35,pm25,,legacy_2016,2016-02-20 16:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005390,DQ009,,35,pm25,,legacy_2016,2016-02-20 10:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005391,DQ009,,35,pm25,,legacy_2016,2016-02-20 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005392,DQ009,,35,pm25,,legacy_2016,2016-02-19 20:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005393,DQ009,,35,pm25,,legacy_2016,2016-02-19 09:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005394,DQ009,,35,pm25,,legacy_2016,2016-02-19 06:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005395,DQ009,,35,pm25,,legacy_2016,2016-02-19 04:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005396,DQ009,,35,pm25,,legacy_2016,2016-02-18 21:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005397,DQ009,,35,pm25,,legacy_2016,2016-02-18 18:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005398,DQ009,,35,pm25,,legacy_2016,2016-02-18 12:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005399,DQ009,,35,pm25,,legacy_2016,2016-02-18 10:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005400,DQ009,,35,pm25,,legacy_2016,2016-02-18 07:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005401,DQ009,,35,pm25,,legacy_2016,2016-02-18 04:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005402,DQ009,,35,pm25,,legacy_2016,2016-02-18 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005403,DQ009,,35,pm25,,legacy_2016,2016-02-18 01:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005404,DQ009,,35,pm25,,legacy_2016,2016-02-17 16:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005405,DQ009,,35,pm25,,legacy_2016,2016-02-17 13:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005406,DQ009,,35,pm25,,legacy_2016,2016-02-17 12:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005407,DQ009,,35,pm25,,legacy_2016,2016-02-17 11:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005408,DQ009,,35,pm25,,legacy_2016,2016-02-16 20:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005409,DQ009,,35,pm25,,legacy_2016,2016-02-16 14:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005410,DQ009,,35,pm25,,legacy_2016,2016-02-16 08:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005411,DQ009,,35,pm25,,legacy_2016,2016-02-16 05:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005412,DQ009,,35,pm25,,legacy_2016,2016-02-16 04:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005413,DQ009,,35,pm25,,legacy_2016,2016-02-16 02:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005414,DQ009,,35,pm25,,legacy_2016,2016-02-16 02:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005415,DQ009,,35,pm25,,legacy_2016,2016-02-15 23:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005416,DQ009,,35,pm25,,legacy_2016,2016-02-15 17:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005417,DQ009,,35,pm25,,legacy_2016,2016-02-15 17:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005418,DQ009,,35,pm25,,legacy_2016,2016-02-15 14:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005419,DQ009,,35,pm25,,legacy_2016,2016-02-15 13:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005420,DQ009,,35,pm25,,legacy_2016,2016-02-15 12:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005421,DQ009,,35,pm25,,legacy_2016,2016-02-15 08:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005422,DQ009,,35,pm25,,legacy_2016,2016-02-15 07:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005423,DQ009,,35,pm25,,legacy_2016,2016-02-14 14:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005424,DQ009,,35,pm25,,legacy_2016,2016-02-14 12:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005425,DQ009,,35,pm25,,legacy_2016,2016-02-14 11:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005426,DQ009,,35,pm25,,legacy_2016,2016-02-14 10:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005427,DQ009,,35,pm25,,legacy_2016,2016-02-14 06:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005428,DQ009,,35,pm25,,legacy_2016,2016-02-13 19:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005429,DQ009,,35,pm25,,legacy_2016,2016-02-13 19:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005430,DQ009,,35,pm25,,legacy_2016,2016-02-13 15:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005431,DQ009,,35,pm25,,legacy_2016,2016-02-13 13:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005432,DQ009,,35,pm25,,legacy_2016,2016-02-12 23:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005433,DQ009,,35,pm25,,legacy_2016,2016-02-12 12:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005434,DQ009,,35,pm25,,legacy_2016,2016-02-12 11:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005435,DQ009,,35,pm25,,legacy_2016,2016-02-12 09:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005436,DQ009,,35,pm25,,legacy_2016,2016-02-12 06:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005437,DQ009,,35,pm25,,legacy_2016,2016-02-12 05:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005438,DQ009,,35,pm25,,legacy_2016,2016-02-11 20:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005439,DQ009,,35,pm25,,legacy_2016,2016-02-11 18:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005440,DQ009,,35,pm25,,legacy_2016,2016-02-11 15:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005441,DQ009,,35,pm25,,legacy_2016,2016-02-11 11:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005442,DQ009,,35,pm25,,legacy_2016,2016-02-10 22:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005443,DQ009,,35,pm25,,legacy_2016,2016-02-10 07:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005444,DQ009,,35,pm25,,legacy_2016,2016-02-09 21:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005445,DQ009,,35,pm25,,legacy_2016,2016-02-09 02:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005446,DQ009,,35,pm25,,legacy_2016,2016-02-08 22:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005447,DQ009,,35,pm25,,legacy_2016,2016-02-08 19:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005448,DQ009,,35,pm25,,legacy_2016,2016-02-08 13:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005449,DQ009,,35,pm25,,legacy_2016,2016-02-08 10:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005450,DQ009,,35,pm25,,legacy_2016,2016-02-08 08:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005451,DQ009,,35,pm25,,legacy_2016,2016-02-07 18:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005452,DQ009,,35,pm25,,legacy_2016,2016-02-07 10:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005453,DQ009,,35,pm25,,legacy_2016,2016-02-06 22:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005454,DQ009,,35,pm25,,legacy_2016,2016-02-06 15:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005455,DQ009,,35,pm25,,legacy_2016,2016-02-06 06:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005456,DQ009,,35,pm25,,legacy_2016,2016-02-06 03:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005457,DQ009,,35,pm25,,legacy_2016,2016-02-06 00:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005458,DQ009,,35,pm25,,legacy_2016,2016-02-05 22:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005459,DQ009,,35,pm25,,legacy_2016,2016-02-05 21:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005460,DQ009,,35,pm25,,legacy_2016,2016-02-05 19:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005461,DQ009,,35,pm25,,legacy_2016,2016-02-05 16:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005462,DQ009,,35,pm25,,legacy_2016,2016-02-22 08:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005463,DQ009,,35,pm25,,legacy_2016,2016-02-21 15:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005464,DQ009,,35,pm25,,legacy_2016,2016-02-21 12:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005465,DQ009,,35,pm25,,legacy_2016,2016-02-21 08:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005466,DQ009,,35,pm25,,legacy_2016,2016-02-21 01:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005467,DQ009,,35,pm25,,legacy_2016,2016-02-21 00:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005468,DQ009,,35,pm25,,legacy_2016,2016-02-20 19:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005469,DQ009,,35,pm25,,legacy_2016,2016-02-20 18:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005470,DQ009,,35,pm25,,legacy_2016,2016-02-20 14:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005471,DQ009,,35,pm25,,legacy_2016,2016-02-20 13:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005472,DQ009,,35,pm25,,legacy_2016,2016-02-20 07:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005473,DQ009,,35,pm25,,legacy_2016,2016-02-20 05:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005474,DQ009,,35,pm25,,legacy_2016,2016-02-19 22:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005475,DQ009,,35,pm25,,legacy_2016,2016-02-19 10:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005476,DQ009,,35,pm25,,legacy_2016,2016-02-19 09:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005477,DQ009,,35,pm25,,legacy_2016,2016-02-19 02:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005478,DQ009,,35,pm25,,legacy_2016,2016-02-18 23:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005479,DQ009,,35,pm25,,legacy_2016,2016-02-18 07:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005480,DQ009,,35,pm25,,legacy_2016,2016-02-18 06:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005481,DQ009,,35,pm25,,legacy_2016,2016-02-17 23:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005482,DQ009,,35,pm25,,legacy_2016,2016-02-17 22:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005483,DQ009,,35,pm25,,legacy_2016,2016-02-17 19:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005484,DQ009,,35,pm25,,legacy_2016,2016-02-17 16:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005485,DQ009,,35,pm25,,legacy_2016,2016-02-17 14:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005486,DQ009,,35,pm25,,legacy_2016,2016-02-17 13:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005487,DQ009,,35,pm25,,legacy_2016,2016-02-17 11:25:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005488,DQ009,,35,pm25,,legacy_2016,2016-02-17 05:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005489,DQ009,,35,pm25,,legacy_2016,2016-02-16 16:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005490,DQ009,,35,pm25,,legacy_2016,2016-02-16 12:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005491,DQ009,,35,pm25,,legacy_2016,2016-02-16 10:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005492,DQ009,,35,pm25,,legacy_2016,2016-02-16 10:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005493,DQ009,,35,pm25,,legacy_2016,2016-02-15 10:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005494,DQ009,,35,pm25,,legacy_2016,2016-02-15 10:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005495,DQ009,,35,pm25,,legacy_2016,2016-02-15 09:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005496,DQ009,,35,pm25,,legacy_2016,2016-02-15 05:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005497,DQ009,,35,pm25,,legacy_2016,2016-02-15 04:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005498,DQ009,,35,pm25,,legacy_2016,2016-02-15 03:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005499,DQ009,,35,pm25,,legacy_2016,2016-02-15 02:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005500,DQ009,,35,pm25,,legacy_2016,2016-02-14 09:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005501,DQ009,,35,pm25,,legacy_2016,2016-02-14 07:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005502,DQ009,,35,pm25,,legacy_2016,2016-02-13 20:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005503,DQ009,,35,pm25,,legacy_2016,2016-02-13 20:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005504,DQ009,,35,pm25,,legacy_2016,2016-02-13 03:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005505,DQ009,,35,pm25,,legacy_2016,2016-02-13 00:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005506,DQ009,,35,pm25,,legacy_2016,2016-02-12 21:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005507,DQ009,,35,pm25,,legacy_2016,2016-02-12 21:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005508,DQ009,,35,pm25,,legacy_2016,2016-02-12 20:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005509,DQ009,,35,pm25,,legacy_2016,2016-02-12 19:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005510,DQ009,,35,pm25,,legacy_2016,2016-02-12 18:10:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005511,DQ009,,35,pm25,,legacy_2016,2016-02-12 16:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005512,DQ009,,35,pm25,,legacy_2016,2016-02-12 15:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005513,DQ009,,35,pm25,,legacy_2016,2016-02-12 12:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005514,DQ009,,35,pm25,,legacy_2016,2016-02-12 05:55:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005515,DQ009,,35,pm25,,legacy_2016,2016-02-11 18:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005516,DQ009,,35,pm25,,legacy_2016,2016-02-11 14:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP005517,DQ009,,35,pm25,,legacy_2016,2016-02-11 09:40:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
